-55.0,0.0
55.0,-0.715
165.0,-2.145
275.0,-3.575
385.0,-5.005
495.0,-6.435
605.0,-7.865
715.0,-9.295
825.0,-10.725
935.0,-12.155
1045.0,-13.585
1155.0,-15.015
1265.0,-16.445
1375.0,-17.875
1485.0,-19.305
1595.0,-20.735
1705.0,-22.165
1815.0,-23.595
1925.0,-25.025
2035.0,-26.455
2145.0,-27.885
2255.0,-29.315
2365.0,-30.745
2475.0,-32.175
2585.0,-33.605
2695.0,-35.035
2805.0,-36.465
2915.0,-37.895
3025.0,-39.325
3135.0,-40.755
3245.0,-42.185
3355.0,-43.615
3465.0,-45.045
3575.0,-46.475
3685.0,-47.905
3795.0,-49.335
3905.0,-50.765
4015.0,-52.195
4125.0,-53.625
4235.0,-55.055
4345.0,-56.485
4455.0,-57.915
4565.0,-59.345
4675.0,-60.775
4785.0,-62.205
4895.0,-63.635
5005.0,-65.065
5115.0,-66.495
5225.0,-67.925
5335.0,-69.355
5445.0,-70.785
5555.0,-72.215
5665.0,-73.645
5775.0,-75.075
5885.0,-76.505
5995.0,-77.935
6105.0,-78.315
6215.0,-78.645
6325.0,-78.975
6435.0,-79.305
6545.0,-79.635
6655.0,-79.965
6765.0,-80.295
6875.0,-80.625
6985.0,-80.955
7095.0,-81.285
7205.0,-81.615
7315.0,-81.945
7425.0,-82.275
7535.0,-82.605
7645.0,-82.935
7755.0,-83.265
7865.0,-83.595
7975.0,-83.925
8085.0,-84.255
8195.0,-84.585
8305.0,-84.915
8415.0,-85.245
8525.0,-85.575
8635.0,-85.905
8745.0,-86.235
8855.0,-86.565
8965.0,-86.895
9075.0,-87.225
9185.0,-87.555
9295.0,-87.885
9405.0,-88.215
9515.0,-88.545
9625.0,-88.875
9735.0,-89.205
9845.0,-89.535
9955.0,-89.865
10065.0,-90.195
10175.0,-90.525
10285.0,-90.855
10395.0,-91.185
10505.0,-91.515
10615.0,-91.845
10725.0,-92.175
10835.0,-92.505
10945.0,-92.835
11055.0,-93.165
11165.0,-93.495
11275.0,-93.825
11385.0,-94.155
11495.0,-94.485
11605.0,-94.815
11715.0,-95.145
11825.0,-95.475
11935.0,-95.805
12045.0,-96.135
12155.0,-96.465
12265.0,-96.795
12375.0,-97.125
12485.0,-97.455
12595.0,-97.785
12705.0,-98.115
12815.0,-98.445
12925.0,-98.775
13035.0,-99.105
13145.0,-99.435
13255.0,-99.765
13365.0,-100.095
13475.0,-100.425
13585.0,-100.755
13695.0,-101.085
13805.0,-101.415
13915.0,-101.745
14025.0,-102.075
14135.0,-102.405
14245.0,-102.735
14355.0,-103.065
14465.0,-103.395
14575.0,-103.725
14685.0,-104.055
14795.0,-104.385
14905.0,-104.715
15015.0,-105.045
15125.0,-105.375
15235.0,-105.705
15345.0,-106.035
15455.0,-106.365
15565.0,-106.695
15675.0,-107.025
15785.0,-107.355
15895.0,-107.685
16005.0,-108.015
16115.0,-108.345
16225.0,-108.675
16335.0,-109.005
16445.0,-109.335
16555.0,-109.665
16665.0,-109.995
16775.0,-110.325
16885.0,-110.655
16995.0,-110.985
17105.0,-111.315
17215.0,-111.645
17325.0,-111.975
17435.0,-112.305
17545.0,-112.635
17655.0,-112.965
17765.0,-113.295
17875.0,-113.625
17985.0,-113.955
18095.0,-114.285
18205.0,-114.615
18315.0,-114.945
18425.0,-115.275
18535.0,-115.605
18645.0,-115.935
18755.0,-116.265
18865.0,-116.595
18975.0,-116.925
19085.0,-117.255
19195.0,-117.585
19305.0,-117.915
19415.0,-118.245
19525.0,-118.575
19635.0,-118.905
19745.0,-119.235
19855.0,-119.565
19965.0,-119.895
20075.0,-120.225
20185.0,-120.555
20295.0,-120.885
20405.0,-121.215
20515.0,-121.545
20625.0,-121.875
20735.0,-122.205
20845.0,-122.535
20955.0,-122.865
21065.0,-1000.0
21175.0,-1000.0
21285.0,-1000.0
21395.0,-1000.0
21505.0,-1000.0
21615.0,-1000.0
21725.0,-1000.0
21835.0,-1000.0
21945.0,-1000.0
22055.0,1000.0
